,"ID
операции",Date,ID,Article,Operation,Quantity_Packages,Price_per_unit,District,Department,Product_Name,Supplier,Total_price
724,44990,2021-06-16,М29,56,Продажа,12,108,Центральный,Бакалея,Крупа пшено,Продбаза,1296
725,45014,2021-06-16,М30,34,Поставка,20,79,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,1580
726,45018,2021-06-16,М30,43,Продажа,12,76,Центральный,Бакалея,Крупа перловая,Продбаза,912
727,45021,2021-06-16,М30,46,Продажа,20,63,Центральный,Бакалея,Крупа манная,Мелькомбинат,1260
728,45282,2021-06-16,М39,34,Поставка,100,96,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9600
729,45292,2021-06-16,М39,56,Поставка,50,104,Центральный,Бакалея,Крупа пшено,Продбаза,5200
730,45419,2021-06-16,М44,34,Продажа,50,134,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,6700
731,45425,2021-06-16,М44,43,Поставка,20,71,Центральный,Бакалея,Крупа перловая,Продбаза,1420
732,45426,2021-06-16,М44,43,Продажа,24,105,Центральный,Бакалея,Крупа перловая,Продбаза,2520
733,45456,2021-06-16,М45,43,Поставка,50,96,Центральный,Бакалея,Крупа перловая,Продбаза,4800
734,45460,2021-06-16,М45,46,Продажа,62,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,3472
735,45464,2021-06-16,М45,56,Продажа,53,133,Центральный,Бакалея,Крупа пшено,Продбаза,7049
736,45653,2021-06-16,М52,34,Поставка,20,87,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,1740
737,45654,2021-06-16,М52,34,Продажа,24,143,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3432
738,45700,2021-06-16,М54,34,Поставка,50,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5550
739,45701,2021-06-16,М54,34,Продажа,89,90,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8010
740,45848,2021-06-16,М59,46,Продажа,275,51,Центральный,Бакалея,Крупа манная,Мелькомбинат,14025
741,46085,2021-06-16,М66,43,Продажа,53,76,Центральный,Бакалея,Крупа перловая,Продбаза,4028
742,46182,2021-06-16,М69,56,Поставка,50,99,Центральный,Бакалея,Крупа пшено,Продбаза,4950
743,46350,2021-06-16,М75,43,Поставка,50,90,Центральный,Бакалея,Крупа перловая,Продбаза,4500
744,46394,2021-06-16,М77,46,Поставка,30,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,1350
745,46395,2021-06-16,М77,46,Продажа,26,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,1170
746,46633,2021-06-16,М85,43,Продажа,206,85,Центральный,Бакалея,Крупа перловая,Продбаза,17510
747,46662,2021-06-16,М86,34,Поставка,100,101,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10100
748,46689,2021-06-16,М87,34,Поставка,40,106,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4240
749,46690,2021-06-16,М87,34,Продажа,39,123,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4797
750,46919,2021-06-16,М94,34,Поставка,400,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,40800
751,46927,2021-06-16,М94,46,Поставка,200,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,9000
752,47325,2021-06-17,М08,34,Поставка,400,82,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,32800
753,47330,2021-06-17,М08,43,Продажа,218,111,Центральный,Бакалея,Крупа перловая,Продбаза,24198
754,47334,2021-06-17,М08,56,Поставка,200,86,Центральный,Бакалея,Крупа пшено,Продбаза,17200
755,47378,2021-06-17,М10,34,Поставка,40,97,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3880
756,47379,2021-06-17,М10,34,Продажа,49,121,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5929
757,47386,2021-06-17,М10,43,Продажа,22,117,Центральный,Бакалея,Крупа перловая,Продбаза,2574
758,47595,2021-06-17,М17,56,Поставка,100,98,Центральный,Бакалея,Крупа пшено,Продбаза,9800
759,47636,2021-06-17,М19,34,Поставка,50,85,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4250
760,47640,2021-06-17,М19,56,Продажа,28,117,Центральный,Бакалея,Крупа пшено,Продбаза,3276
761,47702,2021-06-17,М22,43,Поставка,30,65,Центральный,Бакалея,Крупа перловая,Продбаза,1950
762,47706,2021-06-17,М22,56,Поставка,30,86,Центральный,Бакалея,Крупа пшено,Продбаза,2580
763,47888,2021-06-17,М29,43,Продажа,13,88,Центральный,Бакалея,Крупа перловая,Продбаза,1144
764,47890,2021-06-17,М29,46,Поставка,20,48,Центральный,Бакалея,Крупа манная,Мелькомбинат,960
765,47926,2021-06-17,М30,46,Поставка,20,40,Центральный,Бакалея,Крупа манная,Мелькомбинат,800
766,47927,2021-06-17,М30,46,Продажа,19,68,Центральный,Бакалея,Крупа манная,Мелькомбинат,1292
767,48137,2021-06-17,М37,34,Поставка,100,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11100
768,48147,2021-06-17,М37,56,Поставка,50,104,Центральный,Бакалея,Крупа пшено,Продбаза,5200
769,48203,2021-06-17,М39,46,Продажа,55,72,Центральный,Бакалея,Крупа манная,Мелькомбинат,3960
770,48205,2021-06-17,М39,56,Поставка,50,93,Центральный,Бакалея,Крупа пшено,Продбаза,4650
771,48345,2021-06-17,М44,34,Продажа,44,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4884
772,48349,2021-06-17,М44,43,Продажа,25,90,Центральный,Бакалея,Крупа перловая,Продбаза,2250
773,48356,2021-06-17,М44,56,Поставка,30,99,Центральный,Бакалея,Крупа пшено,Продбаза,2970
774,48389,2021-06-17,М45,43,Продажа,48,112,Центральный,Бакалея,Крупа перловая,Продбаза,5376
775,48423,2021-06-17,М46,43,Продажа,24,82,Центральный,Бакалея,Крупа перловая,Продбаза,1968
776,48594,2021-06-17,М52,34,Продажа,22,120,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2640
777,48657,2021-06-17,М54,34,Продажа,84,118,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9912
778,48661,2021-06-17,М54,43,Продажа,42,106,Центральный,Бакалея,Крупа перловая,Продбаза,4452
779,48823,2021-06-17,М59,34,Продажа,405,130,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,52650
780,48829,2021-06-17,М59,46,Поставка,300,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,16800
781,48972,2021-06-17,М64,43,Поставка,10,88,Центральный,Бакалея,Крупа перловая,Продбаза,880
782,48974,2021-06-17,М64,46,Поставка,20,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,900
783,49026,2021-06-17,М66,34,Продажа,82,136,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11152
784,49068,2021-06-17,М68,34,Поставка,100,77,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,7700
785,49078,2021-06-17,М68,56,Поставка,50,87,Центральный,Бакалея,Крупа пшено,Продбаза,4350
786,49101,2021-06-17,М69,43,Продажа,60,82,Центральный,Бакалея,Крупа перловая,Продбаза,4920
787,49103,2021-06-17,М69,46,Поставка,50,42,Центральный,Бакалея,Крупа манная,Мелькомбинат,2100
788,49106,2021-06-17,М69,56,Продажа,44,89,Центральный,Бакалея,Крупа пшено,Продбаза,3916
789,49274,2021-06-17,М75,34,Поставка,100,92,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9200
790,49280,2021-06-17,М75,43,Поставка,50,68,Центральный,Бакалея,Крупа перловая,Продбаза,3400
791,49281,2021-06-17,М75,43,Продажа,55,90,Центральный,Бакалея,Крупа перловая,Продбаза,4950
792,49566,2021-06-17,М85,56,Продажа,242,89,Центральный,Бакалея,Крупа пшено,Продбаза,21538
793,49614,2021-06-17,М87,43,Продажа,26,103,Центральный,Бакалея,Крупа перловая,Продбаза,2678
794,49619,2021-06-17,М87,56,Поставка,20,76,Центральный,Бакалея,Крупа пшено,Продбаза,1520
795,50168,2021-06-18,М08,34,Поставка,300,103,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,30900
796,50172,2021-06-18,М08,43,Поставка,300,69,Центральный,Бакалея,Крупа перловая,Продбаза,20700
797,50178,2021-06-18,М08,56,Поставка,200,80,Центральный,Бакалея,Крупа пшено,Продбаза,16000
798,50237,2021-06-18,М10,56,Продажа,24,127,Центральный,Бакалея,Крупа пшено,Продбаза,3048
799,50298,2021-06-18,М12,46,Продажа,254,50,Центральный,Бакалея,Крупа манная,Мелькомбинат,12700
800,50441,2021-06-18,М17,43,Поставка,100,80,Центральный,Бакалея,Крупа перловая,Продбаза,8000
801,50499,2021-06-18,М19,34,Продажа,43,128,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5504
802,50507,2021-06-18,М19,56,Поставка,30,86,Центральный,Бакалея,Крупа пшено,Продбаза,2580
803,50595,2021-06-18,М22,43,Продажа,23,112,Центральный,Бакалея,Крупа перловая,Продбаза,2576
804,50737,2021-06-18,М27,34,Поставка,100,89,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8900
805,50740,2021-06-18,М27,43,Поставка,50,73,Центральный,Бакалея,Крупа перловая,Продбаза,3650
806,50741,2021-06-18,М27,43,Продажа,42,106,Центральный,Бакалея,Крупа перловая,Продбаза,4452
807,50745,2021-06-18,М27,56,Поставка,50,77,Центральный,Бакалея,Крупа пшено,Продбаза,3850
808,50794,2021-06-18,М29,34,Поставка,20,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2220
809,50835,2021-06-18,М30,56,Поставка,10,105,Центральный,Бакалея,Крупа пшено,Продбаза,1050
810,51052,2021-06-18,М37,46,Поставка,100,50,Центральный,Бакалея,Крупа манная,Мелькомбинат,5000
811,51095,2021-06-18,М39,34,Поставка,100,93,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9300
812,51100,2021-06-18,М39,46,Поставка,50,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,2650
813,51273,2021-06-18,М45,34,Продажа,78,130,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10140
814,51278,2021-06-18,М45,43,Продажа,63,98,Центральный,Бакалея,Крупа перловая,Продбаза,6174
815,51501,2021-06-18,М52,46,Продажа,15,58,Центральный,Бакалея,Крупа манная,Мелькомбинат,870
816,51550,2021-06-18,М54,34,Продажа,89,131,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11659
817,51553,2021-06-18,М54,43,Продажа,61,114,Центральный,Бакалея,Крупа перловая,Продбаза,6954
818,51697,2021-06-18,М59,34,Поставка,300,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,34200
819,51702,2021-06-18,М59,43,Поставка,200,90,Центральный,Бакалея,Крупа перловая,Продбаза,18000
820,51703,2021-06-18,М59,43,Продажа,227,117,Центральный,Бакалея,Крупа перловая,Продбаза,26559
821,51705,2021-06-18,М59,56,Продажа,181,122,Центральный,Бакалея,Крупа пшено,Продбаза,22082
822,51848,2021-06-18,М64,34,Продажа,19,138,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2622
823,51852,2021-06-18,М64,43,Продажа,11,98,Центральный,Бакалея,Крупа перловая,Продбаза,1078
824,51855,2021-06-18,М64,46,Поставка,20,48,Центральный,Бакалея,Крупа манная,Мелькомбинат,960
825,51861,2021-06-18,М64,56,Поставка,10,86,Центральный,Бакалея,Крупа пшено,Продбаза,860
826,51975,2021-06-18,М68,34,Поставка,100,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10500
827,51979,2021-06-18,М68,43,Поставка,50,69,Центральный,Бакалея,Крупа перловая,Продбаза,3450
828,52005,2021-06-18,М69,34,Поставка,100,113,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11300
829,52008,2021-06-18,М69,43,Поставка,50,66,Центральный,Бакалея,Крупа перловая,Продбаза,3300
830,52009,2021-06-18,М69,43,Продажа,60,105,Центральный,Бакалея,Крупа перловая,Продбаза,6300
831,52014,2021-06-18,М69,56,Поставка,50,85,Центральный,Бакалея,Крупа пшено,Продбаза,4250
832,52168,2021-06-18,М75,34,Поставка,100,86,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8600
833,52225,2021-06-18,М77,34,Поставка,40,79,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3160
834,52230,2021-06-18,М77,43,Продажа,26,72,Центральный,Бакалея,Крупа перловая,Продбаза,1872
835,52231,2021-06-18,М77,46,Поставка,30,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,1590
836,52462,2021-06-18,М85,43,Продажа,233,107,Центральный,Бакалея,Крупа перловая,Продбаза,24931
837,52491,2021-06-18,М86,43,Поставка,50,90,Центральный,Бакалея,Крупа перловая,Продбаза,4500
838,52513,2021-06-18,М87,34,Поставка,40,101,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4040
839,52519,2021-06-18,М87,46,Продажа,34,68,Центральный,Бакалея,Крупа манная,Мелькомбинат,2312
840,52720,2021-06-18,М94,34,Продажа,354,109,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,38586
841,52734,2021-06-18,М94,56,Поставка,200,74,Центральный,Бакалея,Крупа пшено,Продбаза,14800
842,52735,2021-06-18,М94,56,Продажа,175,89,Центральный,Бакалея,Крупа пшено,Продбаза,15575
843,53098,2021-06-19,М08,34,Поставка,400,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,42000
844,53103,2021-06-19,М08,46,Продажа,220,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,11660
845,53108,2021-06-19,М08,56,Поставка,200,82,Центральный,Бакалея,Крупа пшено,Продбаза,16400
846,53164,2021-06-19,М10,46,Поставка,30,55,Центральный,Бакалея,Крупа манная,Мелькомбинат,1650
847,53170,2021-06-19,М10,56,Продажа,28,117,Центральный,Бакалея,Крупа пшено,Продбаза,3276
848,53228,2021-06-19,М12,43,Поставка,200,77,Центральный,Бакалея,Крупа перловая,Продбаза,15400
849,53385,2021-06-19,М17,34,Поставка,200,101,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,20200
850,53387,2021-06-19,М17,43,Продажа,86,94,Центральный,Бакалея,Крупа перловая,Продбаза,8084
851,53441,2021-06-19,М19,46,Поставка,30,42,Центральный,Бакалея,Крупа манная,Мелькомбинат,1260
852,53531,2021-06-19,М22,34,Поставка,50,78,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3900
853,53536,2021-06-19,М22,43,Продажа,23,104,Центральный,Бакалея,Крупа перловая,Продбаза,2392
854,53539,2021-06-19,М22,46,Поставка,30,55,Центральный,Бакалея,Крупа манная,Мелькомбинат,1650
855,53700,2021-06-19,М27,46,Продажа,75,57,Центральный,Бакалея,Крупа манная,Мелькомбинат,4275
856,53766,2021-06-19,М29,46,Продажа,16,59,Центральный,Бакалея,Крупа манная,Мелькомбинат,944
857,53788,2021-06-19,М30,34,Продажа,23,124,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2852
858,53795,2021-06-19,М30,46,Продажа,17,48,Центральный,Бакалея,Крупа манная,Мелькомбинат,816
859,53982,2021-06-19,М37,43,Продажа,62,110,Центральный,Бакалея,Крупа перловая,Продбаза,6820
860,54038,2021-06-19,М39,43,Поставка,50,76,Центральный,Бакалея,Крупа перловая,Продбаза,3800
861,54185,2021-06-19,М44,34,Продажа,44,113,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4972
862,54192,2021-06-19,М44,43,Продажа,24,103,Центральный,Бакалея,Крупа перловая,Продбаза,2472
863,54194,2021-06-19,М44,46,Поставка,40,57,Центральный,Бакалея,Крупа манная,Мелькомбинат,2280
864,54195,2021-06-19,М44,46,Продажа,26,68,Центральный,Бакалея,Крупа манная,Мелькомбинат,1768
865,54200,2021-06-19,М44,56,Поставка,20,105,Центральный,Бакалея,Крупа пшено,Продбаза,2100
866,54201,2021-06-19,М44,56,Продажа,26,102,Центральный,Бакалея,Крупа пшено,Продбаза,2652
867,54224,2021-06-19,М45,34,Поставка,50,89,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4450
868,54229,2021-06-19,М45,43,Поставка,50,77,Центральный,Бакалея,Крупа перловая,Продбаза,3850
869,54230,2021-06-19,М45,46,Продажа,56,61,Центральный,Бакалея,Крупа манная,Мелькомбинат,3416
870,54431,2021-06-19,М52,34,Продажа,22,120,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2640
871,54440,2021-06-19,М52,46,Продажа,18,71,Центральный,Бакалея,Крупа манная,Мелькомбинат,1278
872,54500,2021-06-19,М54,56,Поставка,50,76,Центральный,Бакалея,Крупа пшено,Продбаза,3800
873,54655,2021-06-19,М59,43,Продажа,180,81,Центральный,Бакалея,Крупа перловая,Продбаза,14580
874,54813,2021-06-19,М64,56,Поставка,10,88,Центральный,Бакалея,Крупа пшено,Продбаза,880
875,54862,2021-06-19,М66,34,Поставка,100,80,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8000
876,54863,2021-06-19,М66,34,Продажа,81,140,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11340
877,54874,2021-06-19,М66,56,Продажа,47,134,Центральный,Бакалея,Крупа пшено,Продбаза,6298
878,54933,2021-06-19,М68,56,Продажа,57,93,Центральный,Бакалея,Крупа пшено,Продбаза,5301
879,54964,2021-06-19,М69,56,Поставка,50,104,Центральный,Бакалея,Крупа пшено,Продбаза,5200
880,55119,2021-06-19,М75,46,Поставка,50,57,Центральный,Бакалея,Крупа манная,Мелькомбинат,2850
881,55120,2021-06-19,М75,46,Продажа,62,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,3286
882,55192,2021-06-19,М77,43,Поставка,30,71,Центральный,Бакалея,Крупа перловая,Продбаза,2130
883,55198,2021-06-19,М77,56,Продажа,28,109,Центральный,Бакалея,Крупа пшено,Продбаза,3052
884,55423,2021-06-19,М85,46,Продажа,212,51,Центральный,Бакалея,Крупа манная,Мелькомбинат,10812
885,55464,2021-06-19,М86,56,Поставка,50,86,Центральный,Бакалея,Крупа пшено,Продбаза,4300
886,55485,2021-06-19,М87,46,Поставка,30,59,Центральный,Бакалея,Крупа манная,Мелькомбинат,1770
887,55706,2021-06-19,М94,56,Поставка,200,95,Центральный,Бакалея,Крупа пшено,Продбаза,19000
888,56071,2021-06-20,М08,34,Поставка,300,78,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,23400
889,56072,2021-06-20,М08,34,Продажа,347,126,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,43722
890,56131,2021-06-20,М10,34,Поставка,50,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5100
891,56135,2021-06-20,М10,46,Продажа,30,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,1680
892,56140,2021-06-20,М10,56,Поставка,30,86,Центральный,Бакалея,Крупа пшено,Продбаза,2580
893,56193,2021-06-20,М12,34,Продажа,385,108,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,41580
894,56199,2021-06-20,М12,46,Поставка,300,48,Центральный,Бакалея,Крупа манная,Мелькомбинат,14400
895,56352,2021-06-20,М17,43,Поставка,100,80,Центральный,Бакалея,Крупа перловая,Продбаза,8000
896,56354,2021-06-20,М17,46,Продажа,149,71,Центральный,Бакалея,Крупа манная,Мелькомбинат,10579
897,56401,2021-06-20,М19,34,Продажа,45,95,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4275
898,56411,2021-06-20,М19,43,Поставка,30,67,Центральный,Бакалея,Крупа перловая,Продбаза,2010
899,56503,2021-06-20,М22,43,Продажа,28,84,Центральный,Бакалея,Крупа перловая,Продбаза,2352
900,56645,2021-06-20,М27,34,Продажа,87,125,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10875
901,56650,2021-06-20,М27,43,Поставка,50,80,Центральный,Бакалея,Крупа перловая,Продбаза,4000
902,56701,2021-06-20,М29,34,Поставка,20,89,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,1780
903,56728,2021-06-20,М30,34,Продажа,18,86,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,1548
904,56736,2021-06-20,М30,46,Поставка,10,41,Центральный,Бакалея,Крупа манная,Мелькомбинат,410
905,56737,2021-06-20,М30,46,Продажа,18,59,Центральный,Бакалея,Крупа манная,Мелькомбинат,1062
906,56950,2021-06-20,М37,46,Продажа,71,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,3479
907,56952,2021-06-20,М37,56,Поставка,50,98,Центральный,Бакалея,Крупа пшено,Продбаза,4900
908,56996,2021-06-20,М39,34,Поставка,100,110,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11000
909,56997,2021-06-20,М39,34,Продажа,88,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10032
910,57001,2021-06-20,М39,56,Продажа,48,105,Центральный,Бакалея,Крупа пшено,Продбаза,5040
911,57124,2021-06-20,М44,46,Продажа,38,55,Центральный,Бакалея,Крупа манная,Мелькомбинат,2090
912,57128,2021-06-20,М44,56,Поставка,30,107,Центральный,Бакалея,Крупа пшено,Продбаза,3210
913,57145,2021-06-20,М45,34,Продажа,70,95,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,6650
914,57152,2021-06-20,М45,46,Поставка,50,48,Центральный,Бакалея,Крупа манная,Мелькомбинат,2400
915,57156,2021-06-20,М45,56,Поставка,50,104,Центральный,Бакалея,Крупа пшено,Продбаза,5200
916,57157,2021-06-20,М45,56,Продажа,55,109,Центральный,Бакалея,Крупа пшено,Продбаза,5995
917,57181,2021-06-20,М46,43,Поставка,30,75,Центральный,Бакалея,Крупа перловая,Продбаза,2250
918,57187,2021-06-20,М46,56,Поставка,30,107,Центральный,Бакалея,Крупа пшено,Продбаза,3210
919,57188,2021-06-20,М46,56,Продажа,23,86,Центральный,Бакалея,Крупа пшено,Продбаза,1978
920,57369,2021-06-20,М52,56,Поставка,10,73,Центральный,Бакалея,Крупа пшено,Продбаза,730
921,57428,2021-06-20,М54,56,Поставка,50,75,Центральный,Бакалея,Крупа пшено,Продбаза,3750
922,57580,2021-06-20,М59,46,Поставка,200,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,9800
923,57709,2021-06-20,М64,46,Поставка,20,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,920
924,57710,2021-06-20,М64,46,Продажа,18,68,Центральный,Бакалея,Крупа манная,Мелькомбинат,1224
925,57760,2021-06-20,М66,56,Поставка,50,92,Центральный,Бакалея,Крупа пшено,Продбаза,4600
926,57814,2021-06-20,М68,56,Продажа,48,129,Центральный,Бакалея,Крупа пшено,Продбаза,6192
927,57834,2021-06-20,М69,34,Поставка,100,86,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8600
928,57835,2021-06-20,М69,34,Продажа,70,140,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9800
929,57836,2021-06-20,М69,43,Поставка,50,88,Центральный,Бакалея,Крупа перловая,Продбаза,4400
930,57837,2021-06-20,М69,46,Продажа,62,71,Центральный,Бакалея,Крупа манная,Мелькомбинат,4402
931,58037,2021-06-20,М75,46,Поставка,50,59,Центральный,Бакалея,Крупа манная,Мелькомбинат,2950
932,58041,2021-06-20,М75,56,Поставка,50,89,Центральный,Бакалея,Крупа пшено,Продбаза,4450
933,58321,2021-06-20,М85,43,Продажа,235,87,Центральный,Бакалея,Крупа перловая,Продбаза,20445
934,58345,2021-06-20,М86,34,Продажа,89,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9078
935,58374,2021-06-20,М87,34,Поставка,40,79,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3160
936,58379,2021-06-20,М87,46,Продажа,36,63,Центральный,Бакалея,Крупа манная,Мелькомбинат,2268
937,58385,2021-06-20,М87,56,Продажа,31,131,Центральный,Бакалея,Крупа пшено,Продбаза,4061
938,58577,2021-06-20,М94,46,Продажа,223,48,Центральный,Бакалея,Крупа манная,Мелькомбинат,10704
939,58583,2021-06-20,М94,56,Продажа,204,126,Центральный,Бакалея,Крупа пшено,Продбаза,25704
940,58936,2021-06-21,М08,34,Поставка,300,90,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,27000
941,58942,2021-06-21,М08,43,Поставка,200,66,Центральный,Бакалея,Крупа перловая,Продбаза,13200
942,58998,2021-06-21,М10,34,Поставка,40,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4080
943,59004,2021-06-21,М10,46,Продажа,28,71,Центральный,Бакалея,Крупа манная,Мелькомбинат,1988
944,59066,2021-06-21,М12,34,Продажа,357,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,36414
945,59242,2021-06-21,М17,34,Поставка,200,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,21000
946,59246,2021-06-21,М17,43,Продажа,92,98,Центральный,Бакалея,Крупа перловая,Продбаза,9016
947,59298,2021-06-21,М19,34,Продажа,44,96,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4224
948,59310,2021-06-21,М19,56,Продажа,24,126,Центральный,Бакалея,Крупа пшено,Продбаза,3024
949,59394,2021-06-21,М22,46,Поставка,30,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,1380
950,59395,2021-06-21,М22,46,Продажа,27,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,1242
951,59537,2021-06-21,М27,34,Поставка,50,76,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3800
952,59542,2021-06-21,М27,46,Поставка,50,54,Центральный,Бакалея,Крупа манная,Мелькомбинат,2700
953,59543,2021-06-21,М27,46,Продажа,71,63,Центральный,Бакалея,Крупа манная,Мелькомбинат,4473
954,59547,2021-06-21,М27,56,Поставка,50,107,Центральный,Бакалея,Крупа пшено,Продбаза,5350
955,59591,2021-06-21,М29,34,Поставка,30,88,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2640
956,59592,2021-06-21,М29,34,Продажа,18,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2052
957,59598,2021-06-21,М29,46,Продажа,14,71,Центральный,Бакалея,Крупа манная,Мелькомбинат,994
958,59833,2021-06-21,М37,43,Продажа,47,102,Центральный,Бакалея,Крупа перловая,Продбаза,4794
959,59834,2021-06-21,М37,46,Продажа,66,63,Центральный,Бакалея,Крупа манная,Мелькомбинат,4158
960,59884,2021-06-21,М39,34,Поставка,100,82,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8200
961,59885,2021-06-21,М39,34,Продажа,89,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9879
962,60041,2021-06-21,М44,56,Продажа,25,85,Центральный,Бакалея,Крупа пшено,Продбаза,2125
963,60054,2021-06-21,М45,34,Поставка,100,82,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8200
964,60062,2021-06-21,М45,56,Поставка,50,87,Центральный,Бакалея,Крупа пшено,Продбаза,4350
965,60089,2021-06-21,М46,43,Поставка,20,77,Центральный,Бакалея,Крупа перловая,Продбаза,1540
966,60095,2021-06-21,М46,56,Продажа,23,119,Центральный,Бакалея,Крупа пшено,Продбаза,2737
967,60252,2021-06-21,М52,34,Поставка,20,88,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,1760
968,60258,2021-06-21,М52,43,Поставка,10,74,Центральный,Бакалея,Крупа перловая,Продбаза,740
969,60259,2021-06-21,М52,43,Продажа,13,94,Центральный,Бакалея,Крупа перловая,Продбаза,1222
970,60313,2021-06-21,М54,43,Продажа,54,118,Центральный,Бакалея,Крупа перловая,Продбаза,6372
971,60315,2021-06-21,М54,46,Поставка,50,55,Центральный,Бакалея,Крупа манная,Мелькомбинат,2750
972,60320,2021-06-21,М54,56,Поставка,50,102,Центральный,Бакалея,Крупа пшено,Продбаза,5100
